Transaction_ID,Company_ID,Product_ID,Quantity,Transaction_Date,Product_Price,Total_Cost
2956,18.0,6.0,2.0,2024-03-05,103951.39,207902.78
2957,42.0,12.0,4.0,2021-03-14,76467.96,305871.84
2958,51.0,5.0,8.0,2023-11-22,78914.96,631319.68
2959,77.0,3.0,6.0,2023-11-23,109246.61,655479.66
2960,52.0,16.0,15.0,2024-05-20,131297.78,1969466.7
2961,67.0,10.0,3.0,2021-01-12,81823.42,245470.26
2962,15.0,15.0,18.0,2023-05-19,106975.46,1925558.28
2963,22.0,10.0,16.0,2024-01-27,92284.46,1476551.36
2964,68.0,20.0,20.0,2021-11-08,239300.33,4786006.6
2965,78.0,6.0,11.0,2022-08-26,210981.67,2320798.37
2966,70.0,13.0,18.0,2023-01-24,213683.08,3846295.44
2967,26.0,11.0,7.0,2021-03-29,152293.01,1066051.07
2968,53.0,6.0,8.0,2021-01-31,139641.77,1117134.16
2969,83.0,18.0,8.0,2021-03-27,132258.86,1058070.88
2970,87.0,13.0,16.0,2021-03-16,131297.78,2100764.48
2971,43.0,12.0,11.0,2021-05-21,81807.56,899883.16
2972,77.0,6.0,19.0,2024-09-18,143425.05,2725075.95
2973,9.0,8.0,8.0,2023-04-22,155171.5,1241372.0
2974,3.0,5.0,20.0,2021-08-13,91148.83,1822976.6
2975,67.0,2.0,2.0,2024-04-03,176583.95,353167.9
2976,84.0,17.0,11.0,2021-06-07,170618.06,1876798.66
2977,94.0,18.0,3.0,2022-08-18,129309.9,387929.7
2978,69.0,11.0,19.0,2022-04-22,155733.56,2958937.64
2979,5.0,11.0,13.0,2021-07-21,131297.78,1706871.14
2980,82.0,18.0,17.0,2022-10-11,145418.79,2472119.43
2981,39.0,19.0,10.0,2021-08-26,93838.63,938386.3
2982,95.0,12.0,8.0,2021-08-14,75833.66,606669.28
2983,32.0,9.0,4.0,2022-01-08,131297.78,525191.12
2984,2.0,15.0,8.0,2021-07-23,95894.57,767156.56
2985,77.0,11.0,6.0,2022-10-01,142246.49,853478.94
2986,56.0,18.0,13.0,2023-04-20,132443.09,1721760.17
2987,93.0,12.0,14.0,2024-01-16,88187.48,1234624.72
2988,73.0,15.0,17.0,2024-04-15,105590.56,1795039.52
2989,25.0,6.0,8.0,2022-10-04,100093.54,800748.32
2990,67.0,8.0,3.0,2024-05-08,151730.52,455191.56
2991,94.0,9.0,13.0,2023-05-27,115257.97,1498353.61
2992,50.0,20.0,12.0,2022-04-18,220494.25,2645931.0
2993,55.0,17.0,19.0,2023-03-09,181688.32,3452078.08
2994,71.0,15.0,4.0,2021-09-28,131297.78,525191.12
2995,5.0,3.0,9.0,2023-12-26,93514.4,841629.6
2996,88.0,6.0,15.0,2023-03-11,140125.45,2101881.75
2997,24.0,1.0,21.0,2024-07-20,145857.11,3062999.31
2998,18.0,11.0,17.0,2022-12-26,158054.03,2686918.51
2999,58.0,17.0,20.0,2024-01-25,178887.47,3577749.4
3000,65.0,5.0,16.0,2024-07-17,88435.9,1414974.4
3001,65.0,19.0,10.0,2022-09-12,97265.48,972654.8
3002,29.0,16.0,2.0,2021-05-13,106576.16,213152.32
3003,67.0,14.0,3.0,2024-10-18,138085.12,414255.36
3004,42.0,6.0,9.0,2023-02-08,114853.77,1033683.93
3005,75.0,5.0,17.0,2023-05-16,90481.44,1538184.48
3006,50.0,19.0,7.0,2024-10-20,87487.17,612410.19
3007,17.0,8.0,10.0,2022-04-30,155798.86,1557988.6
3008,77.0,6.0,16.0,2024-01-18,175732.54,2811720.64
3009,13.0,16.0,14.0,2023-07-13,102032.99,1428461.86
3010,78.0,8.0,4.0,2023-09-04,156734.65,626938.6
3011,70.0,11.0,11.0,2023-09-30,169185.88,1861044.68
3012,39.0,10.0,5.0,2023-06-14,92389.78,461948.9
3013,65.0,11.0,13.0,2024-09-29,150453.62,1955897.06
3014,62.0,4.0,16.0,2022-11-19,131297.78,2100764.48
3015,84.0,10.0,14.0,2021-04-28,95067.75,1330948.5
3016,48.0,20.0,10.0,2022-08-26,131297.78,1312977.8
3017,82.0,18.0,17.0,2021-01-22,143575.91,2440790.47
3018,15.0,19.0,8.0,2022-05-27,103065.72,824525.76
3019,18.0,19.0,3.0,2023-07-19,101409.57,304228.71
3020,16.0,6.0,8.0,2022-12-11,131294.21,1050353.68
3021,67.0,2.0,19.0,2023-10-30,165592.92,3146265.48
3022,97.0,18.0,17.0,2021-08-02,144532.08,2457045.36
3023,67.0,18.0,14.0,2023-05-10,128074.67,1793045.38
3024,11.0,11.0,21.0,2022-10-18,151052.54,3172103.34
3025,75.0,3.0,4.0,2021-06-16,95380.54,381522.16
3026,63.0,3.0,13.0,2021-05-27,91838.72,1193903.36
3027,5.0,7.0,7.0,2022-09-12,164184.39,1149290.73
3028,49.0,2.0,5.0,2023-07-11,159422.29,797111.45
3029,41.0,11.0,18.0,2021-06-04,146075.9,2629366.2
3030,67.0,11.0,15.0,2023-05-07,151429.85,2271447.75
3031,3.0,5.0,7.0,2023-07-12,81349.55,569446.85
3032,4.0,6.0,5.0,2024-01-17,141404.67,707023.35
3033,59.0,18.0,19.0,2023-12-03,134411.8,2553824.2
3034,48.0,7.0,13.0,2021-02-22,165654.01,2153502.13
3035,67.0,9.0,8.0,2022-07-06,106161.21,849289.68
3036,48.0,3.0,16.0,2021-09-13,104781.71,1676507.36
3037,22.0,12.0,17.0,2021-03-19,85463.18,1452874.06
3038,47.0,1.0,3.0,2021-12-21,137754.07,413262.21
3039,80.0,12.0,12.0,2021-10-14,76550.32,918603.84
3040,91.0,16.0,14.0,2022-07-03,131297.78,1838168.92
3041,37.0,16.0,17.0,2022-01-23,112088.22,1905499.74
3042,39.0,10.0,8.0,2021-06-24,83170.1,665360.8
3043,3.0,6.0,11.0,2022-01-14,167388.81,1841276.91
3044,92.0,2.0,11.0,2023-03-27,167656.44,1844220.84
3045,34.0,6.0,16.0,2023-05-06,127883.56,2046136.96
3046,88.0,8.0,5.0,2022-03-06,137787.13,688935.65
3047,67.0,16.0,5.0,2021-04-19,112914.61,564573.05
3048,87.0,9.0,5.0,2024-02-24,107834.49,539172.45
3049,67.0,10.0,14.0,2022-11-08,87175.48,1220456.72
3050,56.0,6.0,8.0,2023-12-02,93871.64,750973.12
3051,50.0,6.0,3.0,2022-07-03,180420.47,541261.41
3052,3.0,17.0,13.0,2022-09-17,131297.78,1706871.14
3053,88.0,10.0,10.0,2024-05-10,86424.51,864245.1
3054,10.0,17.0,6.0,2022-06-12,158646.11,951876.66
3055,97.0,16.0,20.0,2024-01-22,98788.24,1975764.8
3056,67.0,3.0,14.0,2023-09-26,91676.19,1283466.66
3057,6.0,15.0,7.0,2022-03-22,98086.92,686608.44
3058,69.0,13.0,1.0,2021-06-05,183072.58,183072.58
3059,29.0,6.0,12.0,2021-10-13,122609.97,1471319.64
3060,93.0,20.0,14.0,2022-11-16,235338.43,3294738.02
3061,82.0,18.0,8.0,2021-04-29,131645.41,1053163.28
3062,5.0,16.0,14.0,2021-04-17,110802.83,1551239.62
3063,23.0,16.0,2.0,2022-03-24,97198.13,194396.26
3064,73.0,12.0,7.0,2022-01-04,82671.11,578697.77
3065,24.0,2.0,9.0,2024-07-28,163305.0,1469745.0
3066,67.0,16.0,16.0,2021-08-05,102642.18,1642274.88
3067,29.0,1.0,8.0,2022-08-24,145711.72,1165693.76
3068,67.0,2.0,10.0,2023-01-02,159979.97,1599799.7
3069,67.0,19.0,13.0,2023-03-06,131297.78,1706871.14
3070,14.0,12.0,8.0,2024-09-18,86076.89,688615.12
3071,67.0,7.0,17.0,2023-12-15,145686.12,2476664.04
3072,67.0,17.0,13.0,2024-01-27,177553.57,2308196.41
3073,91.0,8.0,19.0,2021-08-07,148362.77,2818892.63
3074,36.0,6.0,2.0,2022-10-03,118887.85,237775.7
3075,40.0,14.0,12.0,2022-05-16,132186.83,1586241.96
3076,19.0,12.0,21.0,2021-12-24,85030.91,1785649.11
3077,49.0,14.0,16.0,2021-01-18,127872.91,2045966.56
3078,2.0,15.0,16.0,2023-05-31,92025.34,1472405.44
3079,45.0,7.0,10.0,2021-05-30,146703.45,1467034.5
3080,57.0,3.0,13.0,2020-12-14,102464.03,1332032.39
3081,80.0,14.0,9.0,2023-06-06,140077.03,1260693.27
3082,92.0,1.0,10.0,2020-12-16,144193.53,1441935.3
3083,44.0,2.0,12.0,2023-11-30,152121.83,1825461.96
3084,49.0,14.0,8.0,2023-07-18,134811.56,1078492.48
3085,17.0,7.0,11.0,2023-02-26,147437.22,1621809.42
3086,23.0,3.0,7.0,2024-03-30,92731.64,649121.48
3087,4.0,1.0,8.0,2022-07-29,133468.85,1067750.8
3088,57.0,14.0,16.0,2024-01-11,126261.83,2020189.28
3089,41.0,13.0,7.0,2023-10-17,187463.67,1312245.69
3090,44.0,15.0,5.0,2024-03-31,102440.1,512200.5
3091,59.0,6.0,9.0,2021-07-18,95711.22,861400.98
3092,22.0,19.0,2.0,2024-05-18,100406.1,200812.2
3093,5.0,20.0,18.0,2024-03-15,219872.1,3957697.8
3094,26.0,4.0,19.0,2022-02-13,133897.06,2544044.14
3095,35.0,15.0,16.0,2021-04-08,105181.46,1682903.36
3096,94.0,12.0,8.0,2021-12-24,85414.76,683318.08
3097,91.0,11.0,20.0,2023-10-07,165619.8,3312396.0
3098,28.0,19.0,20.0,2024-02-14,88746.65,1774933.0
3099,67.0,6.0,6.0,2024-07-30,163227.62,979365.72
3100,75.0,6.0,8.0,2021-03-05,162535.91,1300287.28
3101,97.0,8.0,14.0,2024-07-15,144469.71,2022575.94
3102,69.0,6.0,5.0,2024-09-06,118453.12,592265.6
3103,21.0,12.0,1.0,2023-07-07,91207.71,91207.71
3104,91.0,3.0,8.0,2022-12-22,91310.97,730487.76
3105,44.0,10.0,19.0,2021-03-07,81504.69,1548589.11
3106,44.0,7.0,8.0,2022-08-26,149422.25,1195378.0
3107,27.0,12.0,17.0,2024-07-20,75664.66,1286299.22
3108,39.0,20.0,10.0,2021-02-21,204602.17,2046021.7
3109,62.0,3.0,12.0,2022-10-30,131297.78,1575573.36
3110,88.0,10.0,3.0,2021-05-20,94787.53,284362.59
3111,90.0,12.0,1.0,2022-05-21,82306.86,82306.86
3112,23.0,14.0,13.0,2023-11-01,131041.02,1703533.26
3113,3.0,9.0,6.0,2023-02-23,119189.6,715137.6
3114,65.0,9.0,7.0,2024-01-08,122052.61,854368.27
3115,73.0,19.0,1.0,2024-01-14,89593.39,89593.39
3116,46.0,5.0,11.0,2022-04-13,131297.78,1444275.58
3117,61.0,13.0,10.0,2022-08-11,179129.93,1791299.3
3118,56.0,2.0,14.0,2020-12-10,162269.25,2271769.5
3119,67.0,17.0,13.0,2022-03-08,155151.71,2016972.23
3120,24.0,11.0,9.0,2021-11-16,147988.36,1331895.24
3121,76.0,15.0,6.0,2021-06-25,101283.43,607700.58
3122,16.0,10.0,8.0,2024-10-28,86168.0,689344.0
3123,44.0,13.0,5.0,2023-01-01,191783.07,958915.35
3124,80.0,7.0,14.0,2022-04-03,131297.78,1838168.92
3125,75.0,11.0,20.0,2021-11-18,141227.59,2824551.8
3126,87.0,1.0,14.0,2024-03-13,148222.85,2075119.9
3127,52.0,19.0,17.0,2021-02-03,102070.34,1735195.78
3128,67.0,9.0,8.0,2020-11-03,114623.9,916991.2
3129,9.0,11.0,8.0,2022-01-16,154021.92,1232175.36
3130,81.0,14.0,7.0,2022-12-22,119230.76,834615.32
3131,23.0,10.0,6.0,2021-12-03,90055.74,540334.44
3132,33.0,6.0,8.0,2024-12-06,103354.7,826837.6
3133,79.0,6.0,9.0,2021-12-01,178435.4,1605918.6
3134,23.0,10.0,15.0,2023-12-16,91190.57,1367858.55
3135,39.0,11.0,15.0,2021-08-05,142578.75,2138681.25
3136,67.0,20.0,8.0,2023-09-21,219091.83,1752734.64
3137,67.0,6.0,4.0,2023-09-16,103453.8,413815.2
3138,67.0,6.0,8.0,2022-01-05,126163.53,1009308.24
3139,20.0,11.0,2.0,2023-02-03,165979.68,331959.36
3140,15.0,6.0,6.0,2022-10-27,131297.78,787786.68
3141,6.0,18.0,4.0,2021-11-19,127902.78,511611.12
3142,88.0,11.0,20.0,2022-04-03,159987.69,3199753.8
3143,67.0,6.0,13.0,2023-02-15,132786.03,1726218.39
3144,30.0,15.0,5.0,2024-12-01,105031.41,525157.05
3145,97.0,10.0,7.0,2021-12-19,94170.68,659194.76
3146,23.0,18.0,17.0,2023-05-26,144455.94,2455750.98
3147,67.0,10.0,8.0,2022-11-19,89881.99,719055.92
3148,13.0,13.0,0.0,2023-07-27,214829.21,0.0
3149,89.0,15.0,9.0,2022-06-22,131297.78,1181680.02
3150,63.0,7.0,8.0,2021-06-29,159939.41,1279515.28
3151,21.0,17.0,15.0,2022-10-17,179688.73,2695330.95
3152,11.0,16.0,10.0,2022-12-23,131297.78,1312977.8
3153,34.0,10.0,8.0,2024-04-03,98478.93,787831.44
3154,85.0,4.0,21.0,2021-05-23,113195.33,2377101.93
3155,98.0,6.0,21.0,2024-04-08,183589.18,3855372.78
3156,6.0,3.0,11.0,2023-12-05,131297.78,1444275.58
3157,18.0,11.0,3.0,2022-07-21,157407.83,472223.49
3158,93.0,19.0,17.0,2024-05-24,131297.78,2232062.26
3159,54.0,5.0,19.0,2023-06-01,81076.8,1540459.2
3160,70.0,9.0,8.0,2024-07-10,111584.81,892678.48
3161,31.0,19.0,5.0,2022-12-17,100252.22,501261.1
3162,91.0,15.0,14.0,2024-05-21,109618.4,1534657.6
3163,6.0,6.0,6.0,2021-12-31,176932.97,1061597.82
3164,9.0,17.0,21.0,2022-04-24,161959.26,3401144.46
3165,70.0,6.0,8.0,2022-06-29,93346.16,746769.28
3166,83.0,6.0,6.0,2023-08-01,113082.81,678496.86
3167,46.0,6.0,0.0,2023-12-14,183912.83,0.0
3168,33.0,12.0,8.0,2021-01-08,90262.07,722096.56
3169,29.0,6.0,10.0,2024-04-21,122463.33,1224633.3
3170,93.0,6.0,15.0,2021-01-16,79818.37,1197275.55
3171,67.0,6.0,8.0,2023-05-05,150490.04,1203920.32
3172,61.0,7.0,5.0,2023-05-24,153832.61,769163.05
3173,16.0,18.0,8.0,2020-11-03,144290.3,1154322.4
3174,67.0,16.0,4.0,2021-08-24,117006.85,468027.4
3175,65.0,3.0,19.0,2023-01-25,109650.83,2083365.77
3176,13.0,17.0,18.0,2021-05-20,168241.46,3028346.28
3177,6.0,18.0,8.0,2022-07-04,126832.34,1014658.72
3178,48.0,3.0,17.0,2022-11-08,105454.49,1792726.33
3179,63.0,16.0,20.0,2024-06-15,99960.05,1999201.0
3180,80.0,15.0,8.0,2021-03-17,106272.77,850182.16
3181,67.0,12.0,18.0,2023-11-18,82756.83,1489622.94
3182,18.0,4.0,20.0,2023-10-20,117682.39,2353647.8
3183,87.0,4.0,14.0,2022-12-15,116640.01,1632960.14
3184,60.0,11.0,16.0,2024-03-03,160828.58,2573257.28
3185,64.0,16.0,15.0,2023-06-27,104613.49,1569202.35
3186,8.0,6.0,3.0,2023-03-10,154613.33,463839.99
3187,73.0,4.0,4.0,2024-01-15,127430.06,509720.24
3188,69.0,6.0,8.0,2023-08-23,106465.84,851726.72
3189,3.0,7.0,2.0,2023-06-15,143691.12,287382.24
3190,98.0,11.0,2.0,2023-12-09,158149.84,316299.68
3191,22.0,14.0,5.0,2022-06-06,131939.18,659695.9
3192,67.0,19.0,18.0,2022-06-28,93648.52,1685673.36
3193,12.0,13.0,9.0,2023-08-07,208366.11,1875294.99
3194,3.0,6.0,8.0,2023-03-31,144609.64,1156877.12
3195,70.0,8.0,5.0,2022-10-03,143673.89,718369.45
3196,67.0,13.0,12.0,2022-06-22,207776.91,2493322.92
3197,67.0,11.0,19.0,2024-08-29,169754.03,3225326.57
3198,25.0,9.0,20.0,2022-09-08,109686.73,2193734.6
3199,97.0,20.0,18.0,2022-07-15,243691.96,4386455.28
3200,6.0,9.0,8.0,2021-01-22,122545.05,980360.4
3201,54.0,14.0,8.0,2021-05-20,137221.11,1097768.88
3202,67.0,9.0,16.0,2023-02-07,112415.11,1798641.76
3203,96.0,19.0,2.0,2024-01-04,97497.36,194994.72
3204,60.0,17.0,6.0,2024-01-17,152688.66,916131.96
3205,51.0,6.0,5.0,2024-02-13,142720.25,713601.25
3206,32.0,2.0,14.0,2023-11-20,131297.78,1838168.92
3207,71.0,3.0,8.0,2023-05-21,104152.26,833218.08
3208,63.0,2.0,8.0,2023-01-24,174449.22,1395593.76
3209,42.0,3.0,14.0,2021-06-30,93511.07,1309154.98
3210,97.0,15.0,13.0,2021-06-27,91799.75,1193396.75
3211,27.0,2.0,11.0,2022-04-15,165077.82,1815856.02
3212,82.0,16.0,17.0,2023-01-05,106580.64,1811870.88
3213,6.0,17.0,8.0,2023-02-11,174439.97,1395519.76
3214,67.0,12.0,6.0,2024-02-13,78606.66,471639.96
3215,67.0,5.0,19.0,2021-11-29,83907.37,1594240.03
3216,21.0,19.0,2.0,2023-07-23,96235.47,192470.94
3217,22.0,15.0,12.0,2024-08-21,104295.95,1251551.4
3218,75.0,8.0,5.0,2021-08-10,165433.76,827168.8
3219,56.0,3.0,8.0,2023-01-25,109015.55,872124.4
3220,12.0,8.0,15.0,2022-12-24,136472.11,2047081.65
3221,60.0,1.0,3.0,2023-04-30,146200.83,438602.49
3222,48.0,16.0,8.0,2022-04-12,113657.5,909260.0
3223,7.0,20.0,13.0,2022-01-12,210691.06,2738983.78
3224,94.0,6.0,17.0,2023-08-27,86295.27,1467019.59
3225,93.0,17.0,14.0,2023-08-08,181168.85,2536363.9
3226,92.0,13.0,17.0,2020-12-18,180432.76,3067356.92
3227,50.0,17.0,7.0,2022-02-18,169692.65,1187848.55
3228,59.0,8.0,4.0,2021-04-22,140165.69,560662.76
3229,96.0,15.0,2.0,2022-05-24,105164.17,210328.34
3230,10.0,9.0,0.0,2022-10-09,109883.1,0.0
3231,99.0,18.0,9.0,2021-06-27,128910.45,1160194.05
3232,15.0,17.0,5.0,2022-05-28,159009.39,795046.95
3233,52.0,8.0,13.0,2020-11-27,138498.05,1800474.65
3234,91.0,4.0,19.0,2024-08-10,122732.55,2331918.45
3235,73.0,11.0,10.0,2023-02-12,150392.84,1503928.4
3236,76.0,6.0,6.0,2023-08-17,203222.93,1219337.58
3237,81.0,8.0,20.0,2021-03-15,165232.73,3304654.6
3238,10.0,4.0,3.0,2023-01-20,124280.76,372842.28
3239,37.0,6.0,15.0,2020-12-07,153134.34,2297015.1
3240,80.0,4.0,18.0,2021-07-31,130139.98,2342519.64
3241,91.0,10.0,5.0,2023-03-04,92741.62,463708.1
3242,24.0,8.0,17.0,2022-04-28,147868.86,2513770.62
3243,66.0,18.0,5.0,2024-08-07,126359.52,631797.6
3244,55.0,6.0,20.0,2024-10-03,131297.78,2625955.6
3245,67.0,20.0,17.0,2022-02-02,234959.57,3994312.69
3246,67.0,18.0,10.0,2020-11-09,137463.11,1374631.1
3247,96.0,20.0,2.0,2023-01-30,131297.78,262595.56
3248,84.0,15.0,14.0,2024-08-23,108142.02,1513988.28
3249,67.0,10.0,8.0,2022-05-19,89411.34,715290.72
3250,20.0,8.0,6.0,2023-08-20,164104.11,984624.66
3251,59.0,9.0,5.0,2023-12-02,122867.24,614336.2
3252,94.0,10.0,12.0,2024-01-15,82054.8,984657.6
3253,22.0,7.0,11.0,2024-01-29,148162.73,1629790.03
3254,39.0,1.0,18.0,2021-03-30,141889.45,2554010.1
3255,75.0,10.0,8.0,2022-04-13,83629.16,669033.28
3256,67.0,6.0,16.0,2023-12-08,182574.17,2921186.72
3257,26.0,8.0,11.0,2023-03-11,161332.93,1774662.23
3258,89.0,4.0,5.0,2023-07-27,122264.57,611322.85
3259,67.0,14.0,14.0,2021-04-03,131297.78,1838168.92
3260,16.0,1.0,8.0,2024-07-24,129631.45,1037051.6
3261,50.0,6.0,13.0,2023-09-08,191792.41,2493301.33
3262,31.0,2.0,8.0,2023-05-13,157535.2,1260281.6
3263,67.0,11.0,17.0,2021-02-16,146735.08,2494496.36
3264,62.0,14.0,2.0,2021-11-05,127628.1,255256.2
3265,51.0,3.0,9.0,2022-05-10,110857.57,997718.13
3266,27.0,3.0,12.0,2022-06-30,96241.97,1154903.64
3267,12.0,16.0,4.0,2021-08-09,113419.79,453679.16
3268,99.0,15.0,9.0,2024-05-07,100659.2,905932.8
3269,77.0,14.0,7.0,2021-12-16,127045.86,889321.02
3270,20.0,13.0,18.0,2024-03-01,182318.32,3281729.76
3271,84.0,9.0,2.0,2024-03-08,112692.57,225385.14
3272,79.0,9.0,3.0,2023-04-26,117787.35,353362.05
3273,30.0,20.0,2.0,2023-12-22,230000.9,460001.8
3274,97.0,5.0,8.0,2022-09-03,76620.63,612965.04
3275,38.0,18.0,8.0,2021-08-11,147650.56,1181204.48
3276,82.0,10.0,8.0,2024-05-10,92115.94,736927.52
3277,67.0,6.0,12.0,2023-04-03,123241.68,1478900.16
3278,60.0,6.0,16.0,2022-08-24,143330.34,2293285.44
3279,90.0,6.0,3.0,2022-11-15,104500.23,313500.69
3280,44.0,16.0,13.0,2021-02-22,113852.37,1480080.81
3281,86.0,1.0,7.0,2023-11-12,147706.82,1033947.74
3282,89.0,2.0,8.0,2023-08-19,184134.04,1473072.32
3283,20.0,5.0,1.0,2021-02-01,131297.78,131297.78
3284,20.0,12.0,2.0,2021-02-02,81916.65,163833.3
3285,33.0,20.0,18.0,2022-07-26,218615.88,3935085.84
3286,80.0,6.0,8.0,2024-04-08,191949.75,1535598.0
3287,53.0,7.0,2.0,2022-05-06,162103.28,324206.56
3288,44.0,18.0,21.0,2024-02-28,147279.02,3092859.42
3289,28.0,4.0,8.0,2022-09-16,114353.84,914830.72
3290,9.0,10.0,15.0,2023-10-25,98316.89,1474753.35
3291,95.0,1.0,8.0,2024-05-11,128403.97,1027231.76
3292,31.0,1.0,18.0,2021-09-06,134951.53,2429127.54
3293,29.0,2.0,6.0,2024-06-14,167443.45,1004660.7
3294,27.0,13.0,1.0,2021-03-25,203302.51,203302.51
3295,82.0,8.0,12.0,2022-02-20,150154.69,1801856.28
3296,78.0,11.0,6.0,2024-09-14,169557.98,1017347.88
3297,22.0,15.0,0.0,2021-09-17,92504.56,0.0
3298,99.0,18.0,0.0,2024-05-22,125008.83,0.0
3299,73.0,6.0,4.0,2022-09-10,99484.69,397938.76
3300,1.0,2.0,14.0,2023-07-31,131297.78,1838168.92
3301,38.0,12.0,8.0,2021-08-22,89318.37,714546.96
3302,65.0,14.0,4.0,2023-06-26,133109.31,532437.24
3303,82.0,9.0,9.0,2021-06-12,131297.78,1181680.02
3304,76.0,20.0,4.0,2023-11-08,204864.11,819456.44
3305,81.0,9.0,2.0,2023-05-11,115916.51,231833.02
3306,95.0,11.0,15.0,2021-04-19,146766.59,2201498.85
3307,34.0,12.0,9.0,2021-03-10,77415.72,696741.48
3308,95.0,13.0,16.0,2023-01-24,187491.74,2999867.84
3309,17.0,1.0,8.0,2024-10-23,136674.58,1093396.64
3310,68.0,4.0,13.0,2022-11-20,120670.08,1568711.04
3311,67.0,11.0,18.0,2022-01-30,154311.29,2777603.22
3312,62.0,6.0,8.0,2021-04-04,86471.31,691770.48
3313,93.0,5.0,7.0,2021-02-23,76284.72,533993.04
3314,63.0,1.0,8.0,2021-03-02,129597.79,1036782.32
3315,91.0,18.0,6.0,2021-11-30,130701.81,784210.86
3316,95.0,2.0,5.0,2021-12-29,162337.07,811685.35
3317,2.0,13.0,1.0,2023-05-09,211752.26,211752.26
3318,4.0,9.0,4.0,2020-12-17,108512.79,434051.16
3319,21.0,1.0,8.0,2024-09-25,153463.55,1227708.4
3320,26.0,11.0,10.0,2022-01-06,153641.83,1536418.3
3321,21.0,3.0,8.0,2023-02-07,103428.93,827431.44
3322,48.0,16.0,11.0,2023-06-14,108161.73,1189779.03
3323,16.0,6.0,16.0,2024-07-04,173855.21,2781683.36
3324,7.0,14.0,8.0,2020-11-10,135305.26,1082442.08
3325,80.0,3.0,11.0,2024-10-15,105806.57,1163872.27
3326,75.0,5.0,1.0,2022-10-03,83341.7,83341.7
3327,38.0,4.0,11.0,2024-10-28,124344.22,1367786.42
3328,100.0,12.0,19.0,2021-01-06,131297.78,2494657.82
3329,2.0,6.0,20.0,2024-01-27,110888.98,2217779.6
3330,52.0,8.0,5.0,2024-01-08,161900.18,809500.9
3331,40.0,6.0,3.0,2024-10-23,163419.59,490258.77
3332,32.0,9.0,20.0,2023-07-22,117149.29,2342985.8
3333,54.0,6.0,8.0,2021-12-14,135851.93,1086815.44
3334,67.0,14.0,8.0,2024-01-23,140529.42,1124235.36
3335,30.0,6.0,18.0,2022-04-28,177814.36,3200658.48
3336,88.0,15.0,11.0,2021-07-29,92074.67,1012821.37
3337,67.0,9.0,5.0,2022-12-20,111162.81,555814.05
3338,90.0,17.0,15.0,2021-09-09,176957.36,2654360.4
3339,67.0,15.0,9.0,2022-06-03,131297.78,1181680.02
3340,67.0,6.0,3.0,2021-12-13,82282.58,246847.74
3341,93.0,13.0,12.0,2021-09-23,210383.45,2524601.4
3342,49.0,3.0,11.0,2023-05-16,108109.93,1189209.23
3343,67.0,6.0,7.0,2021-10-06,131297.78,919084.46
3344,67.0,5.0,14.0,2023-10-26,87968.33,1231556.62
3345,8.0,11.0,12.0,2022-04-04,171891.37,2062696.44
3346,52.0,14.0,14.0,2021-06-21,117245.56,1641437.84
3347,60.0,18.0,10.0,2021-02-19,136956.78,1369567.8
3348,67.0,19.0,16.0,2024-01-20,97557.44,1560919.04
3349,67.0,20.0,2.0,2024-05-18,232137.36,464274.72
3350,67.0,8.0,1.0,2020-12-05,131297.78,131297.78
3351,42.0,5.0,19.0,2023-08-01,86015.17,1634288.23
3352,87.0,6.0,8.0,2022-09-29,204608.24,1636865.92
3353,75.0,3.0,12.0,2023-03-08,107206.41,1286476.92
3354,23.0,10.0,6.0,2023-01-13,97174.68,583048.08
3355,100.0,20.0,8.0,2023-09-13,239138.35,1913106.8
3356,33.0,14.0,13.0,2023-06-20,137376.42,1785893.46
3357,96.0,1.0,15.0,2023-03-29,131297.78,1969466.7
3358,96.0,11.0,11.0,2020-12-02,142287.18,1565158.98
3359,99.0,13.0,8.0,2023-05-25,199514.94,1596119.52
3360,24.0,16.0,9.0,2023-03-01,107529.82,967768.38
3361,93.0,2.0,8.0,2020-11-07,177000.9,1416007.2
3362,58.0,20.0,8.0,2021-12-14,131297.78,1050382.24
3363,85.0,4.0,11.0,2024-09-24,126883.62,1395719.82
3364,66.0,19.0,2.0,2022-11-13,97490.5,194981.0
3365,92.0,7.0,19.0,2022-03-06,164552.44,3126496.36
3366,13.0,1.0,13.0,2022-10-02,126479.52,1644233.76
3367,92.0,4.0,13.0,2022-12-16,131997.3,1715964.9
3368,32.0,19.0,6.0,2021-04-22,86543.47,519260.82
3369,12.0,5.0,18.0,2023-01-29,87169.55,1569051.9
3370,43.0,11.0,7.0,2022-12-07,169842.53,1188897.71
3371,84.0,3.0,10.0,2023-05-23,100720.36,1007203.6
3372,3.0,17.0,11.0,2021-05-20,155651.44,1712165.84
3373,4.0,11.0,2.0,2023-08-02,153786.62,307573.24
3374,62.0,3.0,10.0,2023-06-19,100392.13,1003921.3
3375,67.0,14.0,10.0,2024-10-17,121126.88,1211268.8
3376,10.0,15.0,12.0,2021-05-28,90881.33,1090575.96
3377,27.0,6.0,16.0,2024-04-03,179743.53,2875896.48
3378,68.0,10.0,8.0,2023-10-21,91710.08,733680.64
3379,85.0,2.0,9.0,2023-06-17,164617.0,1481553.0
3380,83.0,18.0,2.0,2024-07-16,121153.68,242307.36
3381,99.0,6.0,3.0,2024-01-31,108252.64,324757.92
3382,67.0,12.0,5.0,2023-08-27,75743.27,378716.35
3383,81.0,20.0,1.0,2022-10-14,234837.32,234837.32
